id,question,slug,event_id,event_slug
255148.0,Will a Democrat win Minnesota in the 2024 US Presidential Election?,will-a-democrat-win-minnesota-in-the-2024-us-presidential-election,903666.0,minnesota-presidential-election-winner
255207.0,Will a candidate from another party win Wisconsin Presidential Election?,will-a-candidate-from-another-party-win-wisconsin-presidential-election,903683.0,wisconsin-presidential-election-winner
253726.0,Will Vivek Ramaswamy win the popular vote in the 2024 Presidential Election?,will-vivek-ramaswamy-win-the-popular-vote-in-the-2024-presidential-election,903216.0,presidential-election-popular-vote-winner-2024
502005.0,Will another candidate Win the 2024 Venezuela presidential election?,will-another-candidate-win-the-2024-venezuela-presidential-election-ites,10857.0,venezuela-election-winner
500691.0,Will a candidate from another party win Minnesota US Senate Election?,will-a-candidate-from-another-party-win-minnesota-us-senate-election,10242.0,minnesota-us-senate-election-winner
501439.0,Will Greg Abbott win the 2024 Republican VP nomination?,will-greg-abbott-win-the-2024-republican-vp-nomination,10588.0,republican-vp-supplemental
512816.0,Will Fine Gael win the most seats in the 2024 Irish general election?,will-fine-gael-win-the-most-seats-in-the-2024-irish-general-election,14372.0,2024-irish-general-election
254112.0,Will JD Vance win the 2024 Republican VP nomination?,will-jd-vance-win-the-2024-republican-vp-nomination,903287.0,republican-vp-nominee
255348.0,Will a candidate from another party win North Carolina Governor Election?,will-a-candidate-from-another-party-win-north-carolina-governor-election,903757.0,north-carolina-governor-election-winner
255045.0,Will a Republican win Alaska Presidential Election?,will-a-republican-win-alaska-in-the-2024-us-presidential-election,903635.0,alaska-presidential-election-winner
253609.0,Will Michelle Obama win the 2024 US Presidential Election?,will-michelle-obama-win-the-2024-us-presidential-election,903193.0,presidential-election-winner-2024
255068.0,Will a Republican win New Hampshire in the 2024 US Presidential Election?,will-a-republican-win-new-hampshire-in-the-2024-us-presidential-election,903640.0,new-hampshire-presidential-election-winner
501445.0,Will Mike Lee win the 2024 Republican VP nomination?,will-mike-lee-win-the-2024-republican-vp-nomination,10588.0,republican-vp-supplemental
255061.0,Will a Republican win California Presidential Election?,will-a-republican-win-california-in-the-2024-us-presidential-election,903639.0,california-presidential-election-winner
500687.0,Will a Republican win Nebraska US Senate Election?,will-a-republican-win-nebraska-us-senate-election,10241.0,nebraska-us-senate-election-winner
503513.0,Will Michigan be the tipping point state?,will-michigan-be-the-tipping-point-state,11524.0,us-election-tipping-point-state
501767.0,Will Robert Jenrick be next UK prime minister?,will-robert-jenrick-be-next-uk-prime-minister,10740.0,uk-election-next-prime-minister
251966.0,Argentina Presidential Election: Will Sergio Massa win?,argentina-presidential-election-will-sergio-massa-win,901930.0,argentina-presidential-election-who-will-win
500729.0,Will a Republican win Massachusetts US Senate Election?,will-a-republican-win-massachusetts-us-senate-election,10257.0,massachusetts-us-senate-election-winner
255062.0,Will a candidate from another party win California Presidential Election?,will-a-candidate-from-another-party-win-california-presidential-election,903639.0,california-presidential-election-winner
509665.0,Will Maia Sandu win the 2024 Moldova presidential election?,will-maia-sandu-win-the-2024-moldova-presidential-election,13369.0,moldova-presidential-election-winner
501258.0,Labour wins the most seats in next UK election? ,labour-wins-the-most-seats-in-next-uk-election,10516.0,uk-elections-who-will-win-most-seats
255042.0,Will a candidate from another party win Montana Presidential Election?,will-a-candidate-from-another-party-win-montana-presidential-election,903633.0,montana-presidential-election-winner
512023.0,"Will Trump say ""Border"" in his speech after the election is called?",will-trump-say-border-in-his-speech-after-the-election-is-called,14120.0,what-will-trump-say-in-speech-after-election-is-called
255190.0,Will a candidate from another party win Vermont Presidential Election?,will-a-candidate-from-another-party-win-vermont-presidential-election,903677.0,vermont-presidential-election-winner
255064.0,Will a Democrat win New Hampshire in the 2024 US Presidential Election?,will-a-democrat-win-new-hampshire-in-the-2024-us-presidential-election,903640.0,new-hampshire-presidential-election-winner
512823.0,Will Holly Cairns be the next Prime Minister of Ireland?,will-holly-cairns-be-the-next-prime-minister-of-ireland,14374.0,next-prime-minster-of-ireland
255209.0,Will a Republican win Wyoming Presidential Election?,will-a-republican-win-wyoming-in-the-2024-us-presidential-election,903684.0,wyoming-presidential-election-winner
255199.0,Will a Democrat win Washington Presidential Election?,will-a-democrat-win-washington-in-the-2024-us-presidential-election,903681.0,washington-presidential-election-winner
514165.0,Will another party win the most seats in the next German election?,will-another-party-win-the-most-seats-in-the-next-german-election,14835.0,germany-parliamentary-election
253634.0,Will Chris Christie win the 2024 US Presidential Election?,will-chris-christie-win-the-2024-us-presidential-election,903193.0,presidential-election-winner-2024
506123.0,Will José Luiz Datena win the 2024 São Paulo mayoral election?,will-jos-luiz-datena-win-the-2024-so-paulo-mayoral-election,12299.0,so-paulo-mayoral-election-2024
500552.0,Will a candidate from another party win Maine's 2nd congressional district?,congressional-district-2nd-maine-will-a-candidate-from-another-party-win,10175.0,congressional-district-2nd-maine-presidential-election-winner
501261.0,Reform wins the most seats in next UK election? ,reform-wins-the-most-seats-in-next-uk-election,10516.0,uk-elections-who-will-win-most-seats
255204.0,Will a candidate from another party win West Virginia Presidential Election?,will-a-candidate-from-another-party-win-west-virginia-presidential-election,903682.0,west-virginia-presidential-election-winner
502269.0,Reform wins the second most seats in next UK election? ,reform-wins-the-second-most-seats-in-next-uk-election,11024.0,which-party-wins-second-most-seats-in-uk-election
255158.0,Will a Republican win Missouri Presidential Election?,will-a-republican-win-missouri-in-the-2024-us-presidential-election,903669.0,missouri-presidential-election-winner
253591.0,Will Donald Trump win the 2024 US Presidential Election?,will-donald-trump-win-the-2024-us-presidential-election,903193.0,presidential-election-winner-2024
253859.0,Finnish Presidential Election: Will Alexander Stubb win?,finnish-presidential-election-will-alexander-stubb-win,903250.0,finland-presidential-election-who-will-win
255041.0,Will a Republican win Montana Presidential Election?,will-a-republican-win-montana-in-the-2024-us-presidential-election,903633.0,montana-presidential-election-winner
255346.0,Will a Democrat win North Carolina Governor Election?,will-a-democrat-win-north-carolina-governor-election,903757.0,north-carolina-governor-election-winner
255387.0,Will a candidate from another party win West Virginia Governor Election?,will-a-candidate-from-another-party-win-west-virginia-governor-election,903769.0,west-virginia-governor-election-winner
252836.0,Taiwan Presidential Election: Will Lai Ching-te win?,taiwan-presidential-election-will-lai-ching-te-win,902772.0,taiwan-presidential-election-who-will-win
253691.0,Will Donald J. Trump win the 2024 Republican presidential nomination?,will-donald-j-trump-win-the-2024-republican-presidential-nomination,903214.0,republican-nominee-2024
509692.0,Will Yamandú Orsi win the 2024 Uruguay presidential election?,will-yamand-orsi-win-the-2024-uruguay-presidential-election,13377.0,uruguay-presidential-election-winner
506124.0,Will Tabata Amaral win the 2024 São Paulo mayoral election?,will-tabata-amaral-win-the-2024-so-paulo-mayoral-election,12299.0,so-paulo-mayoral-election-2024
501437.0,Will Joni Ernst win the 2024 Republican VP nomination?,will-joni-ernst-win-the-2024-republican-vp-nomination,10588.0,republican-vp-supplemental
500717.0,Will a candidate from another party win New Jersey US Senate Election?,will-a-candidate-from-another-party-win-new-jersey-us-senate-election,10251.0,new-jersey-us-senate-election-winner
253221.0,Taiwan Presidential Election: Will Ko Wen-je win?,taiwan-presidential-election-will-ko-wen-je-win,902772.0,taiwan-presidential-election-who-will-win
255155.0,Will a Republican win Mississippi Presidential Election?,will-a-republican-win-mississippi-in-the-2024-us-presidential-election,903668.0,mississippi-presidential-election-winner
253992.0,Will Tim Scott win the 2024 Republican VP nomination?,will-tim-scott-win-the-2024-republican-vp-nomination,903287.0,republican-vp-nominee
513522.0,Will another person be the next President of Croatia?,will-another-person-be-the-next-president-of-croatia,14596.0,croatia-presidential-election
253593.0,Will Nikki Haley win the 2024 US Presidential Election?,will-nikki-haley-win-the-2024-us-presidential-election,903193.0,presidential-election-winner-2024
255108.0,Will a candidate from another party win Indiana Presidential Election?,will-a-candidate-from-another-party-win-indiana-presidential-election,903654.0,indiana-presidential-election-winner
500640.0,2024 Balance of Power: Other,2024-balance-of-power-other,10223.0,balance-of-power-2024-election
500117.0,Will a Democrat win Ohio US Senate Election?,will-a-democrat-win-ohio-us-senate-election,10022.0,ohio-us-senate-election-winner
255075.0,Will a candidate from another party win New Jersey Presidential Election?,will-a-candidate-from-another-party-win-new-jersey-presidential-election,903643.0,new-jersey-presidential-election-winner
253998.0,Will Byron Donalds win the 2024 Republican VP nomination?,will-byron-donalds-win-the-2024-republican-vp-nomination,903287.0,republican-vp-nominee
255036.0,Will a Republican win Alabama Presidential Election?,will-a-republican-win-alabama-in-the-2024-us-presidential-election,903631.0,alabama-presidential-election-winner
506122.0,Will Ricardo Nunes win the 2024 São Paulo mayoral election?,will-ricardo-nunes-win-the-2024-so-paulo-mayoral-election,12299.0,so-paulo-mayoral-election-2024
501447.0,Will another candidate win the 2024 Republican VP nomination?,will-another-candidate-win-the-2024-republican-vp-nomination,10588.0,republican-vp-supplemental
502738.0,Will Mark Farrell win the San Francisco Mayoral Election?,will-mark-farrell-win-the-san-francisco-mayoral-election,11209.0,who-will-win-san-francisco-mayoral-election
253733.0,Will Bernie Sanders win the popular vote in the 2024 Presidential Election?,will-bernie-sanders-win-the-popular-vote-in-the-2024-presidential-election,903216.0,presidential-election-popular-vote-winner-2024
255107.0,Will a Republican win Indiana Presidential Election?,will-a-republican-win-indiana-in-the-2024-us-presidential-election,903654.0,indiana-presidential-election-winner
255117.0,Will a Republican win Kansas Presidential Election?,will-a-republican-win-kansas-in-the-2024-us-presidential-election,903657.0,kansas-presidential-election-winner
253737.0,Will any other Republican Politician win the popular vote in the 2024 Presidential Election?,will-any-other-republican-politician-win-the-popular-vote-in-the-2024-presidential-election,903216.0,presidential-election-popular-vote-winner-2024
254191.0,Will Marco Rubio win the 2024 Republican VP nomination?,will-marco-rubio-win-the-2024-republican-vp-nomination,903287.0,republican-vp-nominee
512848.0,Will PNL win the most seats in the Romanian parliamentary election?,will-pnl-win-the-most-seats-in-the-romanian-parliamentary-election,14379.0,romania-parliamentary-election
253698.0,Will Gavin Newsom win the 2024 Democratic Presidential Nomination?,will-gavin-newsom-win-the-2024-democratic-presidential-nomination,903215.0,democratic-nominee-2024
501774.0,Will another person be next UK prime minister?,will-another-person-be-next-uk-prime-minister,10740.0,uk-election-next-prime-minister
503515.0,Will Virginia be the tipping point state?,will-virginia-be-the-tipping-point-state,11524.0,us-election-tipping-point-state
512824.0,Will Roderic O'Gorman be the next Prime Minister of Ireland?,will-roderic-ogorman-be-the-next-prime-minister-of-ireland,14374.0,next-prime-minster-of-ireland
500110.0,Will a candidate from another party win Pennsylvania US Senate Election?,will-a-candidate-from-another-party-win-pennsylvania-us-senate-election,10019.0,pennsylvania-us-senate-election-winner
501771.0,Will James Cleverly be next UK prime minister?,will-james-cleverly-be-next-uk-prime-minister,10740.0,uk-election-next-prime-minister
253860.0,Finnish Presidential Election: Will Pekka Haavisto win?,finnish-presidential-election-will-pekka-haavisto-win,903250.0,finland-presidential-election-who-will-win
500550.0,Will a Democrat win Maine's 2nd congressional district?,congressional-district-2nd-maine-will-a-democrat-win,10175.0,congressional-district-2nd-maine-presidential-election-winner
255082.0,Will a Democrat win Florida in the 2024 US Presidential Election?,will-a-democrat-win-florida-in-the-2024-us-presidential-election,903646.0,florida-presidential-election-winner
513515.0,Will Zoran Milanović be the next President of Croatia?,will-zoran-milanovic-be-the-next-president-of-croatia,14596.0,croatia-presidential-election
500656.0,Will a Democrat win Florida US Senate Election?,will-a-democrat-win-florida-us-senate-election,10231.0,florida-us-senate-election-winner
255159.0,Will a candidate from another party win Missouri Presidential Election?,will-a-candidate-from-another-party-win-missouri-presidential-election,903669.0,missouri-presidential-election-winner
515866.0,Will another party win the second most seats in the next German election?,will-another-party-win-the-second-most-seats-in-the-next-german-election,15619.0,which-party-wins-2nd-most-seats-in-german-election
511880.0,Will Marco Rubio be a member of the Trump administration? ,will-marco-rubio-be-a-member-of-the-trump-administration,14034.0,trump-administration
515523.0,Will Oleg Gaidukevich win the 2025 Belarus Presidential Election? ,will-oleg-gaidukevich-win-the-2025-belarus-presidential-election,15422.0,belarus-presidential-election
254001.0,Will Tucker Carlson win the 2024 Republican VP nomination?,will-tucker-carlson-win-the-2024-republican-vp-nomination,903287.0,republican-vp-nominee
255137.0,Will a Republican win Massachusetts Presidential Election?,will-a-republican-win-massachusetts-in-the-2024-us-presidential-election,903662.0,massachusetts-presidential-election-winner
253997.0,Will Kari Lake win the 2024 Republican VP nomination?,will-kari-lake-win-the-2024-republican-vp-nomination,903287.0,republican-vp-nominee
250482.0,[Single Market] Will Robert F. Kennedy Jr. win the U.S. 2024 Democratic presidential nomination?,will-robert-f-kennedy-jr-win-the-us-2024-democratic-presidential-nomination,5853.0,who-will-win-the-us-2024-democratic-presidential-nomination
515526.0,Will Olga Sustanova win the 2025 Belarus Presidential Election?,will-olga-sustanova-win-the-2025-belarus-presidential-election,15422.0,belarus-presidential-election
500631.0,2024 Balance of Power: R Prez R Senate R House,2024-balance-of-power-r-prez-r-senate-r-house,10223.0,balance-of-power-2024-election
503514.0,Will North Carolina be the tipping point state?,will-north-carolina-be-the-tipping-point-state,11524.0,us-election-tipping-point-state
503844.0,Will Kamala Harris be the Democratic Presidential Nominee?,will-kamala-harris-be-the-democratic-presidential-nomination,11599.0,democratic-presidential-nominee
254196.0,Will a Trump family member win the 2024 Republican VP nomination?,will-a-trump-family-member-win-the-2024-republican-vp-nomination,903287.0,republican-vp-nominee
500512.0,Will a Republican win New Mexico Presidential Election?,will-a-republican-win-new-mexico-presidential-election,10169.0,new-mexico-presidential-election-winner-2024
512017.0,"Will Trump say ""Kamala"" in his speech after the election is called?",will-trump-say-kamala-in-his-speech-after-the-election-is-called,14120.0,what-will-trump-say-in-speech-after-election-is-called
513521.0,Will Ivana Kekin be the next President of Croatia?,will-ivana-kekin-be-the-next-president-of-croatia,14596.0,croatia-presidential-election
501762.0,Will Rishi Sunak be next UK prime minister?,will-rishi-sunak-be-next-uk-prime-minister,10740.0,uk-election-next-prime-minister
253995.0,Will Vivek Ramaswamy win the 2024 Republican VP nomination?,will-vivek-ramaswamy-win-the-2024-republican-vp-nomination,903287.0,republican-vp-nominee
500686.0,Will a Democrat win Nebraska US Senate Election?,will-a-democrat-win-nebraska-us-senate-election,10241.0,nebraska-us-senate-election-winner
501259.0,Conservatives wins the most seats in next UK election? ,conservatives-wins-the-most-seats-in-next-uk-election,10516.0,uk-elections-who-will-win-most-seats
513519.0,Will Dragan Primorac be the next President of Croatia?,will-dragan-primorac-be-the-next-president-of-croatia,14596.0,croatia-presidential-election
253842.0,Will Elizabeth Warren win the 2024 Democratic Presidential Nomination?,will-elizabeth-warren-win-the-2024-democratic-presidential-nomination,903215.0,democratic-nominee-2024
251254.0,Argentina Presidential Election: Will Javier Milei win?,argentina-presidential-election-will-javier-milei-win,901930.0,argentina-presidential-election-who-will-win
502006.0,Will Edmundo González win the 2024 Venezuela presidential election?,will-edmundo-gonzalez-win-the-2024-venezuela-presidential-election,10857.0,venezuela-election-winner
255086.0,Will a Democrat win Georgia Presidential Election?,will-a-democrat-win-georgia-presidential-election,903648.0,georgia-presidential-election-winner
253735.0,Will Kanye West win the popular vote in the 2024 Presidential Election?,will-kanye-west-win-the-popular-vote-in-the-2024-presidential-election,903216.0,presidential-election-popular-vote-winner-2024
500515.0,Will a Republican win New York Presidential Election?,will-a-republican-win-new-york-presidential-election,10170.0,new-york-presidential-election-winner-2024
502741.0,Will Ahsha Safai win the San Francisco Mayoral Election?,will-ahsha-safai-win-the-san-francisco-mayoral-election,11209.0,who-will-win-san-francisco-mayoral-election
503949.0,Will Andy Beshear be the Democratic Presidential Nominee?,will-andy-beshear-be-the-democratic-presidential-nomination,11599.0,democratic-presidential-nominee
240382.0,[Single Market] Will Joe Biden win the U.S. 2024 Democratic presidential nomination?,will-joe-biden-win-the-us-2024-democratic-presidential-nomination,5853.0,who-will-win-the-us-2024-democratic-presidential-nomination
506121.0,Will Guilherme Boulos win the 2024 São Paulo mayoral election?,will-guilherme-boulos-win-the-2024-so-paulo-mayoral-election,12299.0,so-paulo-mayoral-election-2024
255083.0,Will a Republican win Florida in the 2024 US Presidential Election?,will-a-republican-win-florida-in-the-2024-us-presidential-election,903646.0,florida-presidential-election-winner
508741.0,Will Felipe Camozzato win the 2024 Porto Alegre mayoral election?,will-felipe-camozzato-win-the-2024-porto-alegre-mayoral-election,13156.0,porto-alegre-mayoral-election-2024
501773.0,Will Jeremy Hunt be next UK prime minister?,will-jeremy-hunt-be-next-uk-prime-minister,10740.0,uk-election-next-prime-minister
512825.0,Will Helen McEntee be the next Prime Minister of Ireland?,will-helen-mcentee-be-the-next-prime-minister-of-ireland,14374.0,next-prime-minster-of-ireland
503960.0,Will Robert F. Kennedy Jr. be the Democratic Presidential Nominee?,will-robert-f-kennedy-jr-be-the-democratic-presidential-nomination,11599.0,democratic-presidential-nominee
500115.0,Will a Republican win Montana US Senate Election?,will-a-republican-win-montana-us-senate-election,10021.0,montana-us-senate-election-winner
500113.0,Will a candidate from another party win Wisconsin US Senate Election?,will-a-candidate-from-another-party-win-wisconsin-us-senate-election,10020.0,wisconsin-us-senate-election-winner
254193.0,Will Henry McMaster win the 2024 Republican VP nomination?,will-henry-mcmaster-win-the-2024-republican-vp-nomination,903287.0,republican-vp-nominee
255057.0,Will a candidate from another party win Arkansas Presidential Election?,will-a-candidate-from-another-party-win-arkansas-presidential-election,903638.0,arkansas-presidential-election-winner
253706.0,Will Donald Trump win the popular vote in the 2024 Presidential Election?,will-donald-trump-win-the-popular-vote-in-the-2024-presidential-election,903216.0,presidential-election-popular-vote-winner-2024
253728.0,Will Ron DeSantis win the popular vote in the 2024 Presidential Election?,will-ron-desantis-win-the-popular-vote-in-the-2024-presidential-election,903216.0,presidential-election-popular-vote-winner-2024
255051.0,Will a Republican win Arizona Presidential Election?,will-a-republican-win-arizona-presidential-election,903636.0,arizona-presidential-election-winner
255448.0,Will a Democrat win Michigan US Senate Election?,will-a-democrat-win-michigan-us-senate-election,903799.0,michigan-us-senate-election-winner
507425.0,Who will win Maricopa county?,who-will-win-maricopa-county,12684.0,swing-districts-2024
512849.0,Will USR win the most seats in the Romanian parliamentary election?,will-usr-win-the-most-seats-in-the-romanian-parliamentary-election,14379.0,romania-parliamentary-election
512021.0,"Will Trump say ""MAGA"" in his speech after the election is called?",will-trump-say-maga-in-his-speech-after-the-election-is-called,14120.0,what-will-trump-say-in-speech-after-election-is-called
253855.0,Will someone else win the 2024 Republican Presidential Nomination?,will-someone-else-win-the-2024-republican-presidential-nomination,903214.0,republican-nominee-2024
500637.0,"2024 Balance of Power: R Prez, R Senate, D House",2024-balance-of-power-republican-presidency-and-senate-democratic-house,10223.0,balance-of-power-2024-election
501763.0,Will Keir Starmer be next UK prime minister?,will-keir-starmer-be-next-uk-prime-minister,10740.0,uk-election-next-prime-minister
503508.0,Will New Mexico be the tipping point state?,will-new-mexico-be-the-tipping-point-state,11524.0,us-election-tipping-point-state
255054.0,Will a Republican win Nevada Presidential Election?,will-a-republican-win-nevada-presidential-election,903637.0,nevada-presidential-election-winner
253994.0,Will Kristi Noem win the 2024 Republican VP nomination?,will-kristi-noem-win-the-2024-republican-vp-nomination,903287.0,republican-vp-nominee
255171.0,Will a Republican win Tennessee Presidential Election?,will-a-republican-win-tennessee-in-the-2024-us-presidential-election,903673.0,tennessee-presidential-election-winner
502800.0,Will NFP win the most seats in the French election?,will-nfp-win-the-most-seats-in-the-french-election,11231.0,which-coalition-wins-most-seats-in-french-election
503519.0,Will there be another tipping point state?,will-there-be-another-tipping-point-state,11524.0,us-election-tipping-point-state
253866.0,Mexican Presidential Election: Will another candidate win?,mexican-presidential-election-will-another-candidate-win,903204.0,mexican-presidential-election-who-will-win
509438.0,Will Trump win Wyoming by the largest margin?,will-trump-win-wyoming-by-the-largest-margin,13302.0,which-state-will-trump-win-by-the-largest-margin
518590.0,Will Inuit Ataqatigiit win the most seats in the next Greenland parliamentary election?,will-inuit-ataqatigiit-win-the-most-seats-in-the-next-greenland-parliamentary-election,16763.0,greenland-parliamentary-election-winner
255129.0,Will a candidate from another party win Ohio Presidential Election?,will-a-candidate-from-another-party-win-ohio-presidential-election,903656.0,ohio-presidential-election-winner
248877.0,[Single Market] Will Vivek Ramaswamy win the U.S. 2024 Republican presidential nomination?,will-vivek-ramaswamy-win-the-us-2024-republican-presidential-nomination,5828.0,who-will-win-the-us-2024-republican-presidential-nomination
503850.0,Will Pete Buttigieg be the Democratic Presidential Nominee?,will-pete-buttigieg-be-the-democratic-presidential-nomination,11599.0,democratic-presidential-nominee
254111.0,Will Sarah Huckabee Sanders win the 2024 Republican VP nomination?,will-sarah-huckabee-sanders-win-the-2024-republican-vp-nomination,903287.0,republican-vp-nominee
500543.0,Will a candidate from another party win Nebraska's 2nd congressional district?,congressional-district-2nd-nebraska-will-a-candidate-from-another-party-win,10172.0,congressional-district-2nd-nebraska-presidential-election-winner
515527.0,Will Anna Kanopatskaya win the 2025 Belarus Presidential Election?,will-anna-kanopatskaya-win-the-2025-belarus-presidential-election,15422.0,belarus-presidential-election
255168.0,Will a Republican win South Dakota Presidential Election?,will-a-republican-win-south-dakota-in-the-2024-us-presidential-election,903672.0,south-dakota-presidential-election-winner
255130.0,Will a Democrat win Maine Presidential Election?,will-a-democrat-win-maine-in-the-2024-us-presidential-election,903660.0,maine-presidential-election-winner
254198.0,Will another woman win the 2024 Republican VP nomination?,will-another-woman-win-the-2024-republican-vp-nomination,903287.0,republican-vp-nominee
512025.0,"Will Trump say ""Elon"" in his speech after the election is called?",will-trump-say-elon-in-his-speech-after-the-election-is-called,14120.0,what-will-trump-say-in-speech-after-election-is-called
509974.0,Will André Fernandes win the 2024 Fortaleza mayoral election?,will-andre-fernandes-win-the-2024-fortaleza-mayoral-election,13458.0,fortaleza-mayoral-election-2024
255052.0,Will a candidate from another party win Arizona Presidential Election?,will-a-candidate-from-another-party-win-arizona-presidential-election,903636.0,arizona-presidential-election-winner
254195.0,Will Lee Zeldin win the 2024 Republican VP nomination?,will-lee-zeldin-win-the-2024-republican-vp-nomination,903287.0,republican-vp-nominee
503952.0,Will Roy Cooper be the Democratic Presidential Nominee?,will-roy-cooper-be-the-democratic-presidential-nomination,11599.0,democratic-presidential-nominee
509695.0,Will another candidate win the 2024 Uruguay presidential election?,will-another-candidate-win-the-2024-uruguay-presidential-election,13377.0,uruguay-presidential-election-winner
500688.0,Will a candidate from another party win Nebraska US Senate Election?,will-a-candidate-from-another-party-win-nebraska-us-senate-election,10241.0,nebraska-us-senate-election-winner
521084.0,Will the Greens win the most seats in the next Ontario Parliamentary election?,will-the-greens-win-the-most-seats-in-the-next-ontario-parliamentary-election,17542.0,ontario-parliamentary-election-winner
500109.0,Will a Republican win Pennsylvania US Senate Election?,will-a-republican-win-pennsylvania-us-senate-election,10019.0,pennsylvania-us-senate-election-winner
512850.0,Will AUR win the most seats in the Romanian parliamentary election?,will-aur-win-the-most-seats-in-the-romanian-parliamentary-election,14379.0,romania-parliamentary-election
255146.0,Will a Republican win Oregon Presidential Election?,will-a-republican-win-oregon-in-the-2024-us-presidential-election,903664.0,oregon-presidential-election-winner
507488.0,Will the Conservatives win the most seats in the 2024 British Columbia general election?,will-the-conservatives-win-a-plurality-in-the-2024-british-columbia-general-election,12706.0,which-party-wins-the-most-seats-in-british-columbia-election
502300.0,Will another party win the most seats in the National Assembly?,will-another-party-win-the-most-seats-in-the-national-assembly,11034.0,which-party-wins-the-most-seats-in-french-election
255050.0,Will a Democrat win Arizona Presidential Election?,will-a-democrat-win-arizona-presidential-election,903636.0,arizona-presidential-election-winner
253699.0,Will Robert F. Kennedy Jr. win the 2024 Democratic Presidential Nomination?,will-robert-f-kennedy-jr-win-the-2024-democratic-presidential-nomination,903215.0,democratic-nominee-2024
501587.0,Will a Republican win the popular vote and the Presidency? ,will-a-republican-win-the-popular-vote-and-the-presidency,10656.0,which-party-wins-presidency-popular-vote
500639.0,"2024 Balance of Power: R Prez, D Senate, D House",2024-balance-of-power-republican-presidency-democratic-house-and-senate,10223.0,balance-of-power-2024-election
500615.0,Will a Republican win Arizona US Senate Election?,will-a-republican-win-arizona-us-senate-election,10214.0,arizona-us-senate-election-winner
512814.0,Will Fianna Fáil win the most seats in the 2024 Irish general election?,will-fianna-fail-win-the-most-seats-in-the-2024-irish-general-election,14372.0,2024-irish-general-election
502739.0,Will Daniel Lurie win the San Francisco Mayoral Election?,will-daniel-lurie-win-the-san-francisco-mayoral-election,11209.0,who-will-win-san-francisco-mayoral-election
500614.0,Will a Democrat win Arizona US Senate Election?,will-a-democrat-win-arizona-us-senate-election,10214.0,arizona-us-senate-election-winner
255384.0,Will a candidate from another party win Washington Governor Election?,will-a-candidate-from-another-party-win-washington-governor-election,903768.0,washington-governor-election-winner
502740.0,Will Aaron Peskin win the San Francisco Mayoral Election?,will-aaron-peskin-win-the-san-francisco-mayoral-election,11209.0,who-will-win-san-francisco-mayoral-election
255070.0,Will a Democrat win Connecticut Presidential Election?,will-a-democrat-win-connecticut-in-the-2024-us-presidential-election,903642.0,connecticut-presidential-election-winner
